"Network ID","Network Name","Native ID","Station ID","Station Name","History ID","Province","Longitude","Latitude","Elevation (m)","Record Start","Record End","Obs Freq","Variables"
"5","BCH","KAA","13098","Kaslo Airport,13098","15020","BC","-116.928277777778","49.90375","717","2021-04-03","2025-02-04","Unspecified","Precipitation Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","FAQ","13099","Fauquier Water Treatment Plant,13099","15021","BC","-118.074228","49.864182","519","2021-04-03","2025-01-21","Unspecified","Precipitation Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","TRZ","13100",",13100","15022","BC","","","n/a","2021-04-03","2025-02-04","Unspecified","Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","KAZ","13101","Kaza Lake,13101","15023","BC","-126.2975972","56.02119167","1257","2021-04-03","2025-02-04","Unspecified","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","ERF","13102",",13102","15024","BC","","","n/a","2020-02-01","2024-12-31","Unspecified","Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","ECL","13103","Elk River above Upper Campbell Lake,13103","15025","BC","-125.8132639","49.85804722","270","2020-02-01","2024-09-26","Unspecified","Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","WLU","13104",",13104","15026","BC","","","n/a","2021-04-10","2024-12-31","Unspecified","Snow Water Equivalent|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","LCU","13105","Lamont Creek Upper,13105","15027","BC","-122.314","49.58191","1208","2021-04-10","2025-02-04","Unspecified","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","BLO","13112","Bralorne,13112","15034","BC","-122.788819444444","50.7751888888889","1382","2022-10-15","2025-02-04","Unspecified","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","CDW","13113","Coquitlam Dam Climate,13113","15035","BC","-122.775","49.35415","152","2021-10-01","2025-02-04","Unspecified","Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","GLD2","13115",",13115","15037","BC","","","n/a","2022-02-16","2025-02-04","Unspecified","Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","WJR","13116",",13116","15038","BC","","","n/a","2021-10-02","2025-02-04","Unspecified","Precipitation Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","TSY","13117","Tsaydaychi Lake,13117","15039","BC","-124.096333","55.41635","1189","2022-10-15","2025-02-04","Unspecified","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","PLL","13118","Philip Lake,13118","15040","BC","-123.897927","55.1238","1028","2022-10-15","2025-02-04","Unspecified","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","MOC","13119","Monkman Creek,13119","15041","BC","-121.2316972","54.72528056","1570","2022-10-15","2025-02-04","15-minute","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","HUR2","13120","Hurley River Below Lone Goat Creek 2,13120","15042","BC","-122.942242","50.730979","1012","2021-09-24","2025-02-04","Unspecified","Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","MLP","13121","McGillivray Pass,13121","15043","BC","-122.625375","50.6985555555556","1718","2021-10-01","2025-02-04","Unspecified","Precipitation Amount|Snow Water Equivalent|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","GOL2","13122","Goldstream River Below Old Camp Creek 2,13122","15044","BC","-118.596055","51.669195","617","2021-10-01","2025-02-04","Unspecified","Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","RST","13123",",13123","15045","BC","","","n/a","2021-10-02","2024-09-30","Unspecified","Precipitation Amount|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","SBD2","13124","Salmon River Below Campbell Lake Diversion 2,13124","15046","BC","-125.669767","50.093619","226","2022-02-01","2025-02-04","Unspecified","Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","CQM2","13125","Coquitlam River above Coquitlam Lake 2,13125","15047","BC","-122.793","49.48778","290","2021-10-01","2025-02-04","Unspecified","Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","JHL","13128",",13128","15050","BC","","","n/a","2022-06-30","2024-01-09","Unspecified","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","FQR","13129",",13129","15051","BC","","","n/a","2020-02-01","2024-10-01","Unspecified","Precipitation Amount|Temperature (Max.)|Temperature (Min.)"
"5","BCH","BGP","13210","Bridge Glacier Proglacial Lake,13210","15126","BC","-123.486","50.83149","1505","2022-10-01","2025-02-04","Unspecified","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","CRU2","13211","Cruickshank River Near The Mouth 2,13211","15127","BC","-125.209","49.5784","150","2022-10-15","2025-02-04","Unspecified","Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","DIK","13212","Dickson Lake,13212","15128","BC","-122.07","49.3167","1154.901","2023-12-01","2025-02-04","Unspecified","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","DCD2","13213","Duncan Lake Dam 2,13213","15129","BC","-116.972","50.2388","559","2021-04-03","2025-02-04","Unspecified","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","FLL","13215","Fred Laing Lower,13215","15131","BC","-118.586","52.05381","577","2022-07-14","2025-02-04","Unspecified","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","FDK","13216","Fredrickson Lake,13216","15132","BC","-126.521","56.94846","1326","2023-12-01","2025-02-04","Unspecified","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","JHL","13217","Johanson Lake,13217","15133","BC","-126.194","56.60542","1467","2023-11-01","2025-02-04","Unspecified","Precipitation Amount|Snow Water Equivalent|Surface Snow Depth (Point)|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","QIN2","13218","Quinsam River at Argonaut Bridge 2,13218","15134","BC","-125.51","49.93002","280","2022-05-01","2025-02-04","Unspecified","Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
"5","BCH","SCU","13219","Succour Creek,13219","15135","BC","-117.542","51.71614","800","2023-12-01","2025-02-04","Unspecified","Precipitation Amount|Temperature (Max.)|Temperature (Min.)|Temperature (Point)"
